trial_index,rng_seed,scenario_name,SNR_dB,az_sep_deg,beta,rho,phase_deg,az_truth,el_truth,route_name,status,confidence,az_est,el_est,success,false_high,boundary_missed,reject_reason,light_route_name,light_status,light_confidence,music_peak_count,music_peak_sep_deg,music_peak2_ratio,music_reliable_flag,common_el_proxy_flag,common_el_proxy_failure_reason,refocus_score,refocus_score_gap,refocus_best_az_pair,refocus_truth_az_error,refocus_candidate_correct_but_rejected,truth_pair_in_refocus_top1,truth_pair_in_refocus_top3,truth_pair_in_refocus_top5,rank1_score,rank1_score_gap,rank1_residual,rank1_best_az_pair,rank1_truth_az_error,rank1_route_reliable,rank1_candidate_correct_but_rejected,truth_pair_in_rank1_top1,truth_pair_in_rank1_top3,truth_pair_in_rank1_top5,low_cost_boundary_flag,boundary_unreliable_flag,final_step87_route,final_confidence_flag,final_failure_reason,rank1_failure_reason,runtime_sec
45,909746,close_coherent_pair,8,0.15,1,1,60,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,0,[-0.16 0.16],0.085000000000008,0,0,0,1,0,0,0,[-0.16 0.16],0.085000000000008,0,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,rank1_score_gap_too_small,0.1930457
46,909747,close_coherent_pair,8,0.15,1,1,60,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.28850331174398e-07,0.100709733597978,[-0.1 0.1],0.0250000000000057,1,1,1,1,2.28850331174398e-07,0.100709733597978,2.28850331174398e-07,[-0.1 0.1],0.0250000000000057,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2018677
47,909748,close_coherent_pair,8,0.15,1,1,60,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.05571067802158e-07,0.648973437943899,[-0.14 0.14],0.0649999999999977,0,0,0,1,1.05571067802158e-07,0.648973437943899,1.05571067802158e-07,[-0.14 0.14],0.0649999999999977,1,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.204905
48,909749,close_coherent_pair,8,0.15,1,1,60,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,641825132.32817,[-0.12 0.12],0.0449999999999875,1,1,1,1,0,641825132.32817,0,[-0.12 0.12],0.0449999999999875,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1868463
49,909750,close_coherent_pair,8,0.15,1,1,60,[-0.075 0.075],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,3.19205504939479e-07,1.49151329783121,[-0.08 0.08],0.00499999999999545,1,1,1,1,3.19205504939479e-07,1.49151329783121,3.19205504939479e-07,[-0.08 0.08],0.00499999999999545,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,ok,0.1894386
50,909751,close_coherent_pair,8,0.15,1,1,60,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.94318467287279e-08,2.43160211446057,[-0.1 0.1],0.0250000000000057,1,1,1,1,2.94318467287279e-08,2.43160211446057,2.94318467287279e-08,[-0.1 0.1],0.0250000000000057,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.192998
51,909752,close_coherent_pair,8,0.15,1,1,60,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,4.74831864139413e-07,0.456478904465182,[-0.12 0.12],0.0449999999999875,1,1,1,1,4.74831864139413e-07,0.456478904465182,4.74831864139413e-07,[-0.12 0.12],0.0449999999999875,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1893602
52,909753,close_coherent_pair,8,0.15,1,1,60,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,4.21362564266754e-07,0.236104448021524,[-0.12 0.12],0.0449999999999875,1,1,1,1,4.21362564266754e-07,0.236104448021524,4.21362564266754e-07,[-0.12 0.12],0.0449999999999875,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1873218
53,909754,close_coherent_pair,8,0.15,1,1,60,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,1658910072.06382,[-0.08 0.08],0.00499999999999545,1,1,1,1,0,1658910072.06382,0,[-0.08 0.08],0.00499999999999545,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.187191
54,909755,close_coherent_pair,8,0.15,1,1,60,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.28700295290633e-07,2.36304441265993,[-0.16 0.16],0.085000000000008,0,0,0,0,1.28700295290633e-07,2.36304441265993,1.28700295290633e-07,[-0.16 0.16],0.085000000000008,1,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1871242
55,909756,close_coherent_pair,8,0.15,1,1,60,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.31065412436023e-07,0.049624817425547,[-0.1 0.1],0.0250000000000057,1,1,1,1,1.31065412436023e-07,0.049624817425547,1.31065412436023e-07,[-0.1 0.1],0.0250000000000057,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1946273
56,909757,close_coherent_pair,8,0.15,1,1,60,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,8.45518529064522e-07,0.00079279315006667,[-0.08 0.08],0.00499999999999545,1,1,1,1,8.45518529064522e-07,0.00079279315006667,8.45518529064522e-07,[-0.08 0.08],0.00499999999999545,0,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,rank1_score_gap_too_small,0.1872393
57,909758,close_coherent_pair,8,0.15,1,1,60,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,6.56402226316718e-08,1.825454477802,[-0.1 0.1],0.0250000000000057,1,1,1,1,6.56402226316718e-08,1.825454477802,6.56402226316718e-08,[-0.1 0.1],0.0250000000000057,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1867472
58,909759,close_coherent_pair,8,0.15,1,1,60,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,7.67314309315264e-08,0.838478103067878,[-0.08 0.08],0.00499999999999545,1,1,1,1,7.67314309315264e-08,0.838478103067878,7.67314309315264e-08,[-0.08 0.08],0.00499999999999545,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1905911
59,909760,close_coherent_pair,8,0.15,1,1,60,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,0,[-0.14 0.14],0.0649999999999977,1,0,1,1,0,0,0,[-0.14 0.14],0.0649999999999977,0,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,rank1_score_gap_too_small,0.1882373
60,909761,close_coherent_pair,8,0.15,1,1,60,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.5311276939089e-07,0.248779473048473,[-0.1 0.1],0.0250000000000057,1,1,1,1,2.5311276939089e-07,0.248779473048473,2.5311276939089e-07,[-0.1 0.1],0.0250000000000057,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1901861
61,909762,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,3.06865422633573e-07,0.281459975629596,[-0.16 0.16],0.0349999999999966,1,1,1,1,3.06865422633573e-07,0.281459975629596,3.06865422633573e-07,[-0.16 0.16],0.0349999999999966,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,ok,0.1882789
62,909763,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,526047345.424193,[-0.1 0.1],0.0250000000000057,1,1,1,1,0,526047345.424193,0,[-0.1 0.1],0.0250000000000057,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.185059
63,909764,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.47509376043248e-07,1.23142598507603,[-0.1 0.1],0.0250000000000057,1,1,1,1,1.47509376043248e-07,1.23142598507603,1.47509376043248e-07,[-0.1 0.1],0.0250000000000057,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,ok,0.1915714
64,909765,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.4970062984532e-07,0.466600705136278,[-0.14 0.14],0.0149999999999864,1,1,1,1,1.4970062984532e-07,0.466600705136278,1.4970062984532e-07,[-0.14 0.14],0.0149999999999864,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1906678
65,909766,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,6.37048243179961e-08,0.32673658701937,[-0.1 0.1],0.0250000000000057,1,1,1,1,6.37048243179961e-08,0.32673658701937,6.37048243179961e-08,[-0.1 0.1],0.0250000000000057,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,ok,0.1899962
66,909767,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,0,[-0.14 0.14],0.0149999999999864,1,1,1,1,0,0,0,[-0.14 0.14],0.0149999999999864,0,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,rank1_score_gap_too_small,0.1868039
67,909768,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,1023311920.08919,[-0.16 0.16],0.0349999999999966,1,1,1,1,0,1023311920.08919,0,[-0.16 0.16],0.0349999999999966,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1896155
68,909769,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,3.34660833966935e-07,0.218501335823957,[-0.08 0.08],0.0449999999999875,1,1,1,1,3.34660833966935e-07,0.218501335823957,3.34660833966935e-07,[-0.08 0.08],0.0449999999999875,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1866603
69,909770,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.83420566326628e-06,0.0375946517283715,[-0.16 0.16],0.0349999999999966,1,1,1,1,1.83420566326628e-06,0.0375946517283715,1.83420566326628e-06,[-0.16 0.16],0.0349999999999966,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1936703
70,909771,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,9.56526343758176e-07,0.352827679103052,[-0.08 0.08],0.0449999999999875,1,1,1,1,9.56526343758176e-07,0.352827679103052,9.56526343758176e-07,[-0.08 0.08],0.0449999999999875,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1907944
71,909772,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.17941523097893e-06,0.0604708741241305,[-0.14 0.14],0.0149999999999864,1,1,1,1,1.17941523097893e-06,0.0604708741241305,1.17941523097893e-06,[-0.14 0.14],0.0149999999999864,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,ok,0.190393
72,909773,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.97040640674827e-06,0.104468814376386,[-0.16 0.16],0.0349999999999966,1,1,1,1,1.97040640674827e-06,0.104468814376386,1.97040640674827e-06,[-0.16 0.16],0.0349999999999966,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1886171
73,909774,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,8.82009920378412e-08,0.932918116016355,[-0.16 0.16],0.0349999999999966,1,1,1,1,8.82009920378412e-08,0.932918116016355,8.82009920378412e-08,[-0.16 0.16],0.0349999999999966,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1902377
74,909775,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.09583183523236e-07,0.637009442389512,[-0.08 0.08],0.0449999999999875,1,1,1,1,2.09583183523236e-07,0.637009442389512,2.09583183523236e-07,[-0.08 0.08],0.0449999999999875,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,ok,0.1892705
75,909776,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.15866690277463e-06,0.0032829796332176,[-0.12 0.12],0.00499999999999545,1,1,1,1,1.15866690277463e-06,0.0032829796332176,1.15866690277463e-06,[-0.12 0.12],0.00499999999999545,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1929538
76,909777,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.25786922339304e-07,0.550805663299258,[-0.14 0.14],0.0149999999999864,1,1,1,1,2.25786922339304e-07,0.550805663299258,2.25786922339304e-07,[-0.14 0.14],0.0149999999999864,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1878454
77,909778,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,394895146.160424,[-0.1 0.1],0.0250000000000057,1,1,1,1,0,394895146.160424,0,[-0.1 0.1],0.0250000000000057,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1928778
78,909779,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,509871121.85833,[-0.14 0.14],0.0149999999999864,1,1,1,1,0,509871121.85833,0,[-0.14 0.14],0.0149999999999864,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1921443
79,909780,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,7.30257632633612e-08,3.61274802099229,[-0.08 0.08],0.0449999999999875,1,1,1,1,7.30257632633612e-08,3.61274802099229,7.30257632633612e-08,[-0.08 0.08],0.0449999999999875,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1961439
80,909781,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,6.73616783183138e-07,0.0173901294408487,[-0.08 0.08],0.0449999999999875,1,1,1,1,6.73616783183138e-07,0.0173901294408487,6.73616783183138e-07,[-0.08 0.08],0.0449999999999875,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1889112
81,909782,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.40898085616868e-07,0.283752753366348,[-0.12 0.12],0.00499999999999545,1,1,1,1,1.40898085616868e-07,0.283752753366348,1.40898085616868e-07,[-0.12 0.12],0.00499999999999545,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1887628
82,909783,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.4355404447263e-06,0.0829108927665838,[-0.1 0.1],0.0250000000000057,1,1,1,1,1.4355404447263e-06,0.0829108927665838,1.4355404447263e-06,[-0.1 0.1],0.0250000000000057,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1895367
83,909784,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,9.22687273855805e-08,0.301901989641181,[-0.12 0.12],0.00499999999999545,1,1,1,1,9.22687273855805e-08,0.301901989641181,9.22687273855805e-08,[-0.12 0.12],0.00499999999999545,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.189652
84,909785,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.54833647990385e-07,0.501180517586613,[-0.18 0.18],0.0550000000000068,1,0,1,1,2.54833647990385e-07,0.501180517586613,2.54833647990385e-07,[-0.18 0.18],0.0550000000000068,1,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1917031
85,909786,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,9.22441974066386e-07,0.076091858717334,[-0.12 0.12],0.00499999999999545,1,1,1,1,9.22441974066386e-07,0.076091858717334,9.22441974066386e-07,[-0.12 0.12],0.00499999999999545,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1905329
86,909787,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,8.45467045983277e-08,2.94552673135887,[-0.16 0.16],0.0349999999999966,1,1,1,1,8.45467045983277e-08,2.94552673135887,8.45467045983277e-08,[-0.16 0.16],0.0349999999999966,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1862053
87,909788,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.62343844952647e-07,0.963812387029582,[-0.14 0.14],0.0149999999999864,1,1,1,1,2.62343844952647e-07,0.963812387029582,2.62343844952647e-07,[-0.14 0.14],0.0149999999999864,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1895155
88,909789,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.03523341954486e-07,0.30953436385788,[-0.14 0.14],0.0149999999999864,1,1,1,1,1.03523341954486e-07,0.30953436385788,1.03523341954486e-07,[-0.14 0.14],0.0149999999999864,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1916054
89,909790,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,277366067.259371,[-0.14 0.14],0.0149999999999864,1,1,1,1,0,277366067.259371,0,[-0.14 0.14],0.0149999999999864,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1888971
90,909791,close_coherent_pair,8,0.25,1,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.01261973912829e-07,0.0375691605143399,[-0.14 0.14],0.0149999999999864,1,1,1,1,1.01261973912829e-07,0.0375691605143399,1.01261973912829e-07,[-0.14 0.14],0.0149999999999864,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1894817
91,909792,close_coherent_pair,8,0.25,1,1,60,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.02984008742935e-07,0.686433849701377,[-0.1 0.1],0.0250000000000057,1,1,1,1,2.02984008742935e-07,0.686433849701377,2.02984008742935e-07,[-0.1 0.1],0.0250000000000057,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1849546
92,909793,close_coherent_pair,8,0.25,1,1,60,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.42725517490175e-07,0.0522683060766006,[-0.16 0.16],0.0349999999999966,1,1,1,1,2.42725517490175e-07,0.0522683060766006,2.42725517490175e-07,[-0.16 0.16],0.0349999999999966,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2042393
93,909794,close_coherent_pair,8,0.25,1,1,60,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,3.21048167499067e-08,7.20490653137897,[-0.12 0.12],0.00499999999999545,1,1,1,1,3.21048167499067e-08,7.20490653137897,3.21048167499067e-08,[-0.12 0.12],0.00499999999999545,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1897044
94,909795,close_coherent_pair,8,0.25,1,1,60,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,3.04452317472971e-07,0.0739781974760583,[-0.1 0.1],0.0250000000000057,1,1,1,1,3.04452317472971e-07,0.0739781974760583,3.04452317472971e-07,[-0.1 0.1],0.0250000000000057,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1884988
95,909796,close_coherent_pair,8,0.25,1,1,60,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.31396367411445e-06,0.069419863650012,[-0.16 0.16],0.0349999999999966,1,1,1,1,1.31396367411445e-06,0.069419863650012,1.31396367411445e-06,[-0.16 0.16],0.0349999999999966,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1891615
96,909797,close_coherent_pair,8,0.25,1,1,60,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.13380133983475e-06,0.0826020273402008,[-0.16 0.16],0.0349999999999966,1,1,1,1,1.13380133983475e-06,0.0826020273402008,1.13380133983475e-06,[-0.16 0.16],0.0349999999999966,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1876258
97,909798,close_coherent_pair,8,0.25,1,1,60,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,7.24260488601111e-08,3.02825902926019,[-0.18 0.18],0.0550000000000068,1,0,1,1,7.24260488601111e-08,3.02825902926019,7.24260488601111e-08,[-0.18 0.18],0.0550000000000068,1,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.186795
98,909799,close_coherent_pair,8,0.25,1,1,60,[-0.125 0.125],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,4.31345243877945e-07,0.365130320437551,[-0.08 0.08],0.0449999999999875,1,1,1,1,4.31345243877945e-07,0.365130320437551,4.31345243877945e-07,[-0.08 0.08],0.0449999999999875,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,ok,0.1921324
