trial_index,scenario_trial_index,rng_seed,gate_mode,backend_mode,scenario_name,SNR_dB,target_count,az_sep_deg,beta,rho,phase_deg,frontend_state,frontend_boundary_unreliable_flag,az_truth,el_truth,route_name,status,confidence,az_est,el_est,reject_reason,success,safe,false_high,false_split,boundary_missed,low_confidence,boundary_unreliable,out_of_scope_reject,az_error_mean,el_error_mean,az_error_max,el_error_max,eval_failure_reason,common_el_gate_mode_debug,common_el_proxy_flag,selected_common_el_gate_pass,rank1_without_common_el_gate_pass,rank1_refocus_consensus_gate_pass,rank1_refocus_pair_error_deg,rank1_refocus_pair_agree_tol_deg,low_cost_boundary_flag,boundary_unreliable_flag_debug,music_peak_count,music_peak_sep_deg,music_peak2_ratio,music_reliable_flag,music_failure_reason,refocus_route_reliable,refocus_score,refocus_score_gap,refocus_peak_sharpness,refocus_best_az_pair,common_el_proxy_failure_reason,rank1_route_reliable,rank1_score,rank1_score_gap,rank1_residual,rank1_best_az_pair,rank1_failure_reason,rank1_truth_az_error,refocus_truth_az_error,truth_pair_in_rank1_top1,truth_pair_in_rank1_top3,truth_pair_in_rank1_top5,truth_pair_in_refocus_top1,truth_pair_in_refocus_top3,truth_pair_in_refocus_top5,rank1_candidate_correct_but_rejected,refocus_candidate_correct_but_rejected,final_step87_route,final_confidence_flag,final_failure_reason,runtime_sec
32,11,916712,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],boundary_unreliable,rejected,low,[],[],boundary_unreliable,0,1,0,0,0,1,1,0,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,0,0.12,1,1,1,NaN,0,0,peak_count_lt_2,1,2.81730967512903e-07,0.339225391053425,0.0499214205951454,[-0.14 0.14],refocus_sharpness_below_proxy_gate,1,2.81730967512903e-07,0.339225391053425,2.81730967512903e-07,[-0.14 0.14],ok,0.0649999999999977,0.0649999999999977,0,1,1,0,1,1,1,1,boundary_unreliable,low,boundary_unreliable,0.2596833
33,11,916712,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],boundary_unreliable,rejected,low,[],[],boundary_unreliable,0,1,0,0,0,1,1,0,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,0,0.12,1,1,1,NaN,0,0,peak_count_lt_2,1,2.81730967512903e-07,0.339225391053425,0.0499214205951454,[-0.14 0.14],refocus_sharpness_below_proxy_gate,1,2.81730967512903e-07,0.339225391053425,2.81730967512903e-07,[-0.14 0.14],ok,0.0649999999999977,0.0649999999999977,0,1,1,0,1,1,1,1,boundary_unreliable,low,boundary_unreliable,0.2231889
34,12,916713,current_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],boundary_unreliable,rejected,low,[],[],boundary_unreliable,0,1,0,0,0,1,1,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,0,0.12,1,1,1,NaN,0,0,peak_count_lt_2,1,1.58891429641041e-07,1.67757756295443,0.0498008805903142,[-0.12 0.12],refocus_sharpness_below_proxy_gate,1,1.58891429641041e-07,1.67757756295443,1.58891429641041e-07,[-0.12 0.12],ok,0.0449999999999875,0.0449999999999875,1,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,0.2303215
35,12,916713,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],boundary_unreliable,rejected,low,[],[],boundary_unreliable,0,1,0,0,0,1,1,0,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,0,0.12,1,1,1,NaN,0,0,peak_count_lt_2,1,1.58891429641041e-07,1.67757756295443,0.0498008805903142,[-0.12 0.12],refocus_sharpness_below_proxy_gate,1,1.58891429641041e-07,1.67757756295443,1.58891429641041e-07,[-0.12 0.12],ok,0.0449999999999875,0.0449999999999875,1,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,0.2279996
36,12,916713,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],boundary_unreliable,rejected,low,[],[],boundary_unreliable,0,1,0,0,0,1,1,0,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,0,0.12,1,1,1,NaN,0,0,peak_count_lt_2,1,1.58891429641041e-07,1.67757756295443,0.0498008805903142,[-0.12 0.12],refocus_sharpness_below_proxy_gate,1,1.58891429641041e-07,1.67757756295443,1.58891429641041e-07,[-0.12 0.12],ok,0.0449999999999875,0.0449999999999875,1,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,0.2003538
37,13,916714,current_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,924884067.076232,0.0504329649895567,[-0.12 0.12],refocus_sharpness_below_proxy_gate,1,0,924884067.076232,0,[-0.12 0.12],ok,0.0449999999999875,0.0449999999999875,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2091759
38,13,916714,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.12 0.12],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.0449999999999875,0,0.0449999999999875,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,924884067.076232,0.0504329649895567,[-0.12 0.12],refocus_sharpness_below_proxy_gate,1,0,924884067.076232,0,[-0.12 0.12],ok,0.0449999999999875,0.0449999999999875,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0339658
39,13,916714,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.12 0.12],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.0449999999999875,0,0.0449999999999875,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,0,924884067.076232,0.0504329649895567,[-0.12 0.12],refocus_sharpness_below_proxy_gate,1,0,924884067.076232,0,[-0.12 0.12],ok,0.0449999999999875,0.0449999999999875,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0338275
40,14,916715,current_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,4.71438982131558e-08,4.96872603006902,0.0502409823098825,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,4.71438982131558e-08,4.96872603006902,4.71438982131558e-08,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2237467
41,14,916715,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.1 0.1],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.0250000000000057,0,0.0250000000000057,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,4.71438982131558e-08,4.96872603006902,0.0502409823098825,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,4.71438982131558e-08,4.96872603006902,4.71438982131558e-08,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0393191
42,14,916715,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.1 0.1],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.0250000000000057,0,0.0250000000000057,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,4.71438982131558e-08,4.96872603006902,0.0502409823098825,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,4.71438982131558e-08,4.96872603006902,4.71438982131558e-08,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0423127
43,15,916716,current_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,7.4842655011097e-07,0.206494311741559,0.0500717726039136,[-0.12 0.12],refocus_sharpness_below_proxy_gate,1,7.4842655011097e-07,0.206494311741559,7.4842655011097e-07,[-0.12 0.12],ok,0.0449999999999875,0.0449999999999875,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2487015
44,15,916716,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.12 0.12],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.0449999999999875,0,0.0449999999999875,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,7.4842655011097e-07,0.206494311741559,0.0500717726039136,[-0.12 0.12],refocus_sharpness_below_proxy_gate,1,7.4842655011097e-07,0.206494311741559,7.4842655011097e-07,[-0.12 0.12],ok,0.0449999999999875,0.0449999999999875,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0380988
45,15,916716,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.12 0.12],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.0449999999999875,0,0.0449999999999875,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,7.4842655011097e-07,0.206494311741559,0.0500717726039136,[-0.12 0.12],refocus_sharpness_below_proxy_gate,1,7.4842655011097e-07,0.206494311741559,7.4842655011097e-07,[-0.12 0.12],ok,0.0449999999999875,0.0449999999999875,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0364495
46,16,916717,current_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,4.4427008034019e-07,0.0427455755005681,0.0505622885977506,[-0.16 0.16],refocus_sharpness_below_proxy_gate,1,4.4427008034019e-07,0.0427455755005681,4.4427008034019e-07,[-0.16 0.16],ok,0.085000000000008,0.085000000000008,0,1,1,0,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2197669
47,16,916717,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.16 0.16],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.085000000000008,0,0.085000000000008,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,4.4427008034019e-07,0.0427455755005681,0.0505622885977506,[-0.16 0.16],refocus_sharpness_below_proxy_gate,1,4.4427008034019e-07,0.0427455755005681,4.4427008034019e-07,[-0.16 0.16],ok,0.085000000000008,0.085000000000008,0,1,1,0,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0383105
48,16,916717,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.16 0.16],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.085000000000008,0,0.085000000000008,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,4.4427008034019e-07,0.0427455755005681,0.0505622885977506,[-0.16 0.16],refocus_sharpness_below_proxy_gate,1,4.4427008034019e-07,0.0427455755005681,4.4427008034019e-07,[-0.16 0.16],ok,0.085000000000008,0.085000000000008,0,1,1,0,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0429132
49,17,916718,current_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,2.8049783153134e-07,0.349387595796167,0.0504769447473608,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,2.8049783153134e-07,0.349387595796167,2.8049783153134e-07,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2618772
50,17,916718,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.1 0.1],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.0250000000000057,0,0.0250000000000057,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,2.8049783153134e-07,0.349387595796167,0.0504769447473608,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,2.8049783153134e-07,0.349387595796167,2.8049783153134e-07,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0370882
51,17,916718,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.1 0.1],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.0250000000000057,0,0.0250000000000057,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,2.8049783153134e-07,0.349387595796167,0.0504769447473608,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,2.8049783153134e-07,0.349387595796167,2.8049783153134e-07,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.038458
52,18,916719,current_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,4.80794803420041e-07,0.116154121330178,0.0505947219817266,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,4.80794803420041e-07,0.116154121330178,4.80794803420041e-07,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2433575
53,18,916719,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.1 0.1],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.0250000000000057,0,0.0250000000000057,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,4.80794803420041e-07,0.116154121330178,0.0505947219817266,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,4.80794803420041e-07,0.116154121330178,4.80794803420041e-07,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0357717
54,18,916719,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.1 0.1],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.0250000000000057,0,0.0250000000000057,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,4.80794803420041e-07,0.116154121330178,0.0505947219817266,[-0.1 0.1],refocus_sharpness_below_proxy_gate,1,4.80794803420041e-07,0.116154121330178,4.80794803420041e-07,[-0.1 0.1],ok,0.0250000000000057,0.0250000000000057,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0347165
55,19,916720,current_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.80744384872259e-07,1.7996544175576,0.0504999009458514,[-0.08 0.08],refocus_sharpness_below_proxy_gate,1,1.80744384872259e-07,1.7996544175576,1.80744384872259e-07,[-0.08 0.08],ok,0.00499999999999545,0.00499999999999545,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2339076
56,19,916720,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.08 0.08],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.00499999999999545,0,0.00499999999999545,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.80744384872259e-07,1.7996544175576,0.0504999009458514,[-0.08 0.08],refocus_sharpness_below_proxy_gate,1,1.80744384872259e-07,1.7996544175576,1.80744384872259e-07,[-0.08 0.08],ok,0.00499999999999545,0.00499999999999545,1,1,1,1,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0400934
57,19,916720,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.08 0.08],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.00499999999999545,0,0.00499999999999545,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.80744384872259e-07,1.7996544175576,0.0504999009458514,[-0.08 0.08],refocus_sharpness_below_proxy_gate,1,1.80744384872259e-07,1.7996544175576,1.80744384872259e-07,[-0.08 0.08],ok,0.00499999999999545,0.00499999999999545,1,1,1,1,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.0391507
58,20,916721,current_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],boundary_unreliable,rejected,low,[],[],boundary_unreliable,0,1,0,0,0,1,1,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,0,0.12,1,1,1,NaN,0,0,peak_count_lt_2,1,6.54683606969166e-07,0.232130220451566,0.0499583952719879,[-0.08 0.08],refocus_sharpness_below_proxy_gate,1,6.54683606969166e-07,0.232130220451566,6.54683606969166e-07,[-0.08 0.08],ok,0.00499999999999545,0.00499999999999545,1,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,0.2362988
59,20,916721,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],boundary_unreliable,rejected,low,[],[],boundary_unreliable,0,1,0,0,0,1,1,0,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,0,0.12,1,1,1,NaN,0,0,peak_count_lt_2,1,6.54683606969166e-07,0.232130220451566,0.0499583952719879,[-0.08 0.08],refocus_sharpness_below_proxy_gate,1,6.54683606969166e-07,0.232130220451566,6.54683606969166e-07,[-0.08 0.08],ok,0.00499999999999545,0.00499999999999545,1,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,0.2200052
60,20,916721,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],boundary_unreliable,rejected,low,[],[],boundary_unreliable,0,1,0,0,0,1,1,0,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,0,0.12,1,1,1,NaN,0,0,peak_count_lt_2,1,6.54683606969166e-07,0.232130220451566,0.0499583952719879,[-0.08 0.08],refocus_sharpness_below_proxy_gate,1,6.54683606969166e-07,0.232130220451566,6.54683606969166e-07,[-0.08 0.08],ok,0.00499999999999545,0.00499999999999545,1,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,0.210376
61,21,916722,current_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],boundary_unreliable,rejected,low,[],[],boundary_unreliable,0,1,0,0,0,1,1,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,0,0.12,1,1,1,NaN,0,0,peak_count_lt_2,1,1.68984268273545e-07,0.235473810662019,0.0496483613850359,[-0.14 0.14],refocus_sharpness_below_proxy_gate,1,1.68984268273545e-07,0.235473810662019,1.68984268273545e-07,[-0.14 0.14],ok,0.0649999999999977,0.0649999999999977,0,1,1,0,1,1,1,1,boundary_unreliable,low,boundary_unreliable,0.2170115
62,21,916722,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],boundary_unreliable,rejected,low,[],[],boundary_unreliable,0,1,0,0,0,1,1,0,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,0,0.12,1,1,1,NaN,0,0,peak_count_lt_2,1,1.68984268273545e-07,0.235473810662019,0.0496483613850359,[-0.14 0.14],refocus_sharpness_below_proxy_gate,1,1.68984268273545e-07,0.235473810662019,1.68984268273545e-07,[-0.14 0.14],ok,0.0649999999999977,0.0649999999999977,0,1,1,0,1,1,1,1,boundary_unreliable,low,boundary_unreliable,0.2153648
63,21,916722,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],boundary_unreliable,rejected,low,[],[],boundary_unreliable,0,1,0,0,0,1,1,0,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,0,0.12,1,1,1,NaN,0,0,peak_count_lt_2,1,1.68984268273545e-07,0.235473810662019,0.0496483613850359,[-0.14 0.14],refocus_sharpness_below_proxy_gate,1,1.68984268273545e-07,0.235473810662019,1.68984268273545e-07,[-0.14 0.14],ok,0.0649999999999977,0.0649999999999977,0,1,1,0,1,1,1,1,boundary_unreliable,low,boundary_unreliable,0.2270809
64,22,916723,current_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.10183328785137e-07,0.0470958034635665,0.0502957359621287,[-0.14 0.14],refocus_sharpness_below_proxy_gate,1,1.10183328785137e-07,0.0470958034635665,1.10183328785137e-07,[-0.14 0.14],ok,0.0649999999999977,0.0649999999999977,0,1,1,0,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2211749
65,22,916723,rank1_reliable_without_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.14 0.14],[0 0],rank1_without_common_el_proxy,1,1,0,0,0,0,0,0,0.0649999999999977,0,0.0649999999999977,0,ok,rank1_reliable_without_common_el_proxy,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.10183328785137e-07,0.0470958034635665,0.0502957359621287,[-0.14 0.14],refocus_sharpness_below_proxy_gate,1,1.10183328785137e-07,0.0470958034635665,1.10183328785137e-07,[-0.14 0.14],ok,0.0649999999999977,0.0649999999999977,0,1,1,0,1,1,0,0,level2_rank1_fallback,medium,rank1_without_common_el_proxy,0.0366452
66,22,916723,rank1_refocus_consensus_gate,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],common_el_rank1_refocus,success,medium,[-0.14 0.14],[0 0],rank1_refocus_consensus_gate,1,1,0,0,0,0,0,0,0.0649999999999977,0,0.0649999999999977,0,ok,rank1_refocus_consensus_gate,0,1,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,1.10183328785137e-07,0.0470958034635665,0.0502957359621287,[-0.14 0.14],refocus_sharpness_below_proxy_gate,1,1.10183328785137e-07,0.0470958034635665,1.10183328785137e-07,[-0.14 0.14],ok,0.0649999999999977,0.0649999999999977,0,1,1,0,1,1,0,0,common_el_refocus_power_rank1,medium,rank1_refocus_consensus_gate,0.035246
67,23,916724,current_common_el_proxy,step87_reference,close_coherent_pair,8,2,0.15,1,1,0,single_peak_in_scope,0,[-0.075 0.075],[0 0],low_confidence,rejected,low,[],[],no_reliable_observable_route,0,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,1,1,0,0.12,0,0,1,NaN,0,0,peak_count_lt_2,1,6.80911379715576e-07,0.0714911698554141,0.0504624200721683,[-0.08 0.08],refocus_sharpness_below_proxy_gate,1,6.80911379715576e-07,0.0714911698554141,6.80911379715576e-07,[-0.08 0.08],ok,0.00499999999999545,0.00499999999999545,1,1,1,1,1,1,1,1,low_confidence,low,no_reliable_observable_route,0.2391563
